245039294,,,PREP-SC,5371,,,,,Bhubaneswar,Odisha
245039296,6260,163,gen,6260,IIT (BHU) Varanasi,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039298,19723,119,OBC,4953,,,,,Bhubaneswar,Odisha
245039304,20103,118,gen,20103,,,,,Bhubaneswar,Odisha
245039306,6696,161,gen,6696,,,,,Bhubaneswar,Odisha
245039311,1137,227,gen,1137,IIT Bombay,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039312,15189,129,gen,15189,,,,,Bhubaneswar,Odisha
245039315,22926,113,gen,22926,,,,,Bhubaneswar,Odisha
245039320,23839,112,gen,23839,,,,,Bhubaneswar,Odisha
245039322,2986,192,gen,2986,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039329,,56,SC,5299,,,,,Bhubaneswar,Odisha
245039330,,,PREP-ST,3072,,,,,Bhubaneswar,Odisha
245039337,10654,143,gen,10654,IIT (ISM) Dhanbad,Chemical Engineering,,4,Bhubaneswar,Odisha
245039338,,98,OBC,9150,IIT Patna,Engineering Physics,,4,Bhubaneswar,Odisha
245039344,22322,114,gen,22322,,,,,Bhubaneswar,Odisha
245039347,,105,OBC,7569,,,,,Bhubaneswar,Odisha
245039351,6012,164,OBC,1208,IIT Delhi,Chemical Engineering,,4,Bhubaneswar,Odisha
245039359,9235,148,gen,9235,IIT Kharagpur,Agricultural and Food Engineering,,4,Bhubaneswar,Odisha
245039361,1365,221,OBC,220,IIT Bombay,Electrical Engineering,,4,Bhubaneswar,Odisha
245039362,,55,ST,1612,,,,,Bhubaneswar,Odisha
245039364,6564,161,OBC,1339,,,,,Bhubaneswar,Odisha
245039366,,,PREP-SC,1502,,,1,,Bhubaneswar,Odisha
245039373,21937,115,gen,21937,,,,,Bhubaneswar,Odisha
245039379,10133,145,OBC,2238,IIT Kharagpur,Chemical Engineering,,4,Bhubaneswar,Odisha
245039382,18815,121,gen,18815,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Bhubaneswar,Odisha
245039383,,107,OBC,7032,,,,,Bhubaneswar,Odisha
245039388,2047,205,gen,2047,IIT Guwahati,Electronics and Electrical Engineering,,4,Bhubaneswar,Odisha
245039393,16479,126,gen,16479,,,,,Bhubaneswar,Odisha
245039403,,66,SC,3620,,,,,Bhubaneswar,Odisha
245039405,,64,SC,3864,,,,,Bhubaneswar,Odisha
245039414,,,PREP-SC,7148,,,,,Bhubaneswar,Odisha
245039422,3128,189,OBC,551,IIT Kanpur,Electrical Engineering,,4,Bhubaneswar,Odisha
245039428,,,PREP-ST,1037,,,,,Bhubaneswar,Odisha
245039429,13274,134,gen,13274,IIT (ISM) Dhanbad,Mining Engineering,,4,Bhubaneswar,Odisha
245039434,,107,OBC,7185,IIT Guwahati,Civil Engineering,,4,Bhubaneswar,Odisha
245039436,24725,110,gen,24725,,,,,Bhubaneswar,Odisha
245039437,18542,122,gen,18542,,,,,Bhubaneswar,Odisha
245040006,7185,158,gen,7185,IIT Bhubaneswar,Electrical Engineering,,4,Bhubaneswar,Odisha
245040012,,,PREP-SC,3754,,,,,Bhubaneswar,Odisha
245040014,,,PREP-SC,2339,,,,,Bhubaneswar,Odisha
245040020,,,PREP-SC,3479,,,,,Bhubaneswar,Odisha
245040022,23511,112,gen,23511,,,,,Bhubaneswar,Odisha
245040025,,62,ST,1223,IIT Bhubaneswar,Metallurgical and Materials Engineering,,4,Bhubaneswar,Odisha
245040026,,,PREP-SC,5331,,,,,Bhubaneswar,Odisha
245040032,22354,114,gen,22354,,,,,Bhubaneswar,Odisha
245040040,196,281,OBC,23,IIT Bombay,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245040054,12685,136,gen,12685,,,,,Bhubaneswar,Odisha
245040057,24958,110,gen,24958,,,,,Bhubaneswar,Odisha
245040070,25888,109,gen,25888,,,,,Bhubaneswar,Odisha
245040071,,56,SC,5142,,,,,Bhubaneswar,Odisha
245040073,,103,OBC,8078,,,,,Bhubaneswar,Odisha
245040079,1136,227,gen,1136,IIT Kharagpur,Electronics and Electrical Communication Engineering,,4,Bhubaneswar,Odisha
245040101,,,PREP-SC,6293,,,,,Bhubaneswar,Odisha
245040106,17511,124,gen,17511,,,,,Bhubaneswar,Odisha
245040122,2208,202,gen,2208,IIT Madras,Mechanical Engineering,,4,Bhubaneswar,Odisha
245040124,,,PREP-SC,6503,,,,,Bhubaneswar,Odisha
245040129,6586,161,gen,6586,IIT (BHU) Varanasi,Mechanical Engineering,,4,Bhubaneswar,Odisha
245040138,11042,141,gen,11042,IIT (ISM) Dhanbad,Chemical Engineering,,4,Bhubaneswar,Odisha
245040139,19605,120,gen,19605,,,,,Bhubaneswar,Odisha
245040146,,,PREP-ST,1768,,,,,Bhubaneswar,Odisha
245040149,109,281,gen,109,IIT Delhi,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245040151,2314,200,gen,2314,IIT Bombay,Aerospace Engineering,,4,Bhubaneswar,Odisha
245040154,3005,191,gen,3005,IIT Delhi,Production and Industrial Engineering,,4,Bhubaneswar,Odisha
245040162,,,PREP-SC,1292,,,,,Bhubaneswar,Odisha
245040165,,60,SC,4531,,,,,Bhubaneswar,Odisha
245040168,5092,172,gen,5092,IIT (BHU) Varanasi,Mechanical Engineering,,4,Bhubaneswar,Odisha
245040169,3865,182,OBC,715,IIT Bombay,Mechanical Engineering,,4,Bhubaneswar,Odisha
245040174,,,PREP-SC,5031,,,,,Bhubaneswar,Odisha
245041008,,57,SC,5035,,,,,Bhubaneswar,Odisha
245041011,,,PREP-SC,7497,,,,,Bhubaneswar,Odisha
245041016,24514,111,OBC,6359,,,,,Bhubaneswar,Odisha
245041022,8662,151,gen,8662,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Bhubaneswar,Odisha
245041037,14574,131,gen,14574,,,,,Bhubaneswar,Odisha
245041042,,60,ST,1358,,,,,Bhubaneswar,Odisha
245041047,,,PREP-ST,3123,,,,,Bhubaneswar,Odisha
245041053,,,PREP-ST,3220,,,,,Bhubaneswar,Odisha
245041069,21518,116,gen,21518,,,,,Bhubaneswar,Odisha
245041073,10553,143,gen,10553,,,,,Bhubaneswar,Odisha
245041085,1416,219,gen,1416,IIT Bombay,Engineering Physics,,4,Bhubaneswar,Odisha
245041097,16437,126,OBC,4010,IIT Mandi,Mechanical Engineering,,4,Bhubaneswar,Odisha
245041098,24267,111,OBC,6291,,,,,Bhubaneswar,Odisha
245041100,4147,179,gen,4147,IIT Bombay,Metallurgical Engineering and Materials Science,,4,Bhubaneswar,Odisha
245042011,,73,CRLPwD,44,IIT Bombay,Aerospace Engineering,,4,Bhubaneswar,Odisha
245042012,,,PREP-OBC-PwD,82,,,,,Bhubaneswar,Odisha
245042025,23726,112,gen,23726,,,,,Bhubaneswar,Odisha
245042036,2454,199,gen,2454,IIT Patna,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245042042,,,PREP-SC,6036,,,,,Bhubaneswar,Odisha
245042048,2457,199,OBC,416,IIT (BHU) Varanasi,Computer Science and Engineering,,4,Bhubaneswar,Odisha
245042050,8753,150,gen,8753,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Bhubaneswar,Odisha
245042053,16593,126,gen,16593,,,,,Bhubaneswar,Odisha
245042060,8670,151,gen,8670,IIT Guwahati,Biosciences and Bioengineering,,4,Bhubaneswar,Odisha
245042062,16651,126,gen,16651,IIT Dharwad,Interdisciplinary Sciences,,5,Bhubaneswar,Odisha
245042063,19954,119,OBC,5004,IIT (BHU) Varanasi,Mining Engineering,,5,Bhubaneswar,Odisha
245042064,13154,135,OBC,3081,,,,,Bhubaneswar,Odisha
245042066,,,PREP-SC,4744,,,1,,Bhubaneswar,Odisha
245042069,9900,146,gen,9900,,,,,Bhubaneswar,Odisha
245042072,,,PREP-SC,4486,,,,,Bhubaneswar,Odisha
245042073,,,PREP-SC,4394,,,,,Bhubaneswar,Odisha
245042077,16810,125,gen,16810,,,,,Bhubaneswar,Odisha
245043002,,,PREP-SC,7268,,,,,Bhubaneswar,Odisha
245043005,7016,159,gen,7016,IIT Jammu,Mathematics and Computing,,4,Bhubaneswar,Odisha
245043018,,,PREP-ST,1264,,,,,Bhubaneswar,Odisha
245043025,25228,109,OBC,6576,,,,,Bhubaneswar,Odisha
245043027,,55,SC,5447,,,,,Bhubaneswar,Odisha
245043029,,,PREP-SC,4439,,,,,Bhubaneswar,Odisha
245043036,2472,199,gen,2472,IIT Kharagpur,Mechanical Engineering,,4,Bhubaneswar,Odisha
245043041,,,PREP-SC,6233,,,,,Bhubaneswar,Odisha
245043042,2638,196,gen,2638,IIT Delhi,Energy Engineering,,4,Bhubaneswar,Odisha
245043045,23638,112,gen,23638,,,,,Bhubaneswar,Odisha
245043046,9661,147,gen,9661,IIT Gandhinagar,Civil Engineering,,4,Bhubaneswar,Odisha
245043049,4707,174,EWS,527,IIT Gandhinagar,Integrated Circuit Design & Technology,,4,Bhubaneswar,Odisha
245043055,17315,124,gen,17315,,,,,Bhubaneswar,Odisha
245043069,11388,140,OBC,2581,IIT Guwahati,Chemical Engineering,,4,Bhubaneswar,Odisha
245044003,,,PREP-OBC-PwD,76,,,,,Cuttack,Odisha
245044004,,54,CRLPwD,172,IIT Bhubaneswar,Mechanical Engineering,,4,Cuttack,Odisha
245044012,,,EWSPwD,32,,,,,Cuttack,Odisha
245044016,,,PREP-CRL-PwD,307,,,1,,Cuttack,Odisha
245044018,,,PREP-CRL-PwD,141,,,,,Cuttack,Odisha
245044029,23621,112,gen,23621,,,,,Cuttack,Odisha
245044034,,69,SC,3247,,,,,Cuttack,Odisha
245044037,5738,166,gen,5738,IIT Delhi,Textile Technology,,4,Cuttack,Odisha
245044038,,,PREP-SC,1037,,,,,Cuttack,Odisha
245044041,13980,132,gen,13980,,,,,Cuttack,Odisha
245044051,11031,141,gen,11031,IIT (BHU) Varanasi,Mining Engineering,,4,Cuttack,Odisha
245044058,,56,SC,5153,,,,,Cuttack,Odisha
245044062,13238,134,gen,13238,,,,,Cuttack,Odisha
245044067,,,PREP-SC,7255,,,,,Cuttack,Odisha
245044068,6425,162,gen,6425,IIT Kharagpur,Civil Engineering,,4,Cuttack,Odisha
245044070,,,PREP-SC,7883,,,,,Cuttack,Odisha
245044075,,,PREP-ST,334,,,,,Cuttack,Odisha
245044078,,,PREP-SC,5954,,,,,Cuttack,Odisha
245044085,24996,110,OBC,6499,,,,,Cuttack,Odisha
245044086,21346,116,gen,21346,,,,,Cuttack,Odisha
245044090,,98,OBC,9035,,,,,Cuttack,Odisha
245044098,25061,110,gen,25061,,,,,Cuttack,Odisha
245044101,,101,OBC,8340,,,,,Cuttack,Odisha
245044103,13025,135,EWS,1752,,,,,Cuttack,Odisha
245044107,15373,129,OBC,3727,,,,,Cuttack,Odisha
245044125,,,PREP-SC,5370,,,,,Cuttack,Odisha
245044128,4494,176,gen,4494,IIT Kharagpur,Aerospace Engineering,,4,Cuttack,Odisha
245044129,,60,ST,1376,,,,,Cuttack,Odisha
245044132,10270,144,EWS,1331,IIT Hyderabad,Civil Engineering,,4,Cuttack,Odisha
245044137,7254,157,gen,7254,IIT Patna,B. Tech. (EEE)-M. Tech. in (Power & Control),,5,Cuttack,Odisha
245044140,5950,165,EWS,683,,,,,Cuttack,Odisha
245044141,10996,142,OBC,2459,IIT Kanpur,Civil Engineering,,4,Cuttack,Odisha
245044143,15288,129,OBC,3696,IIT (ISM) Dhanbad,Mechanical Engineering,,4,Cuttack,Odisha
245044150,15507,128,OBC,3770,,,,,Cuttack,Odisha
245044158,,,PREP-ST,484,,,,,Cuttack,Odisha
245044159,13290,134,gen,13290,,,,,Cuttack,Odisha
245044160,2686,196,gen,2686,IIT Kharagpur,Mechanical Engineering,,4,Cuttack,Odisha
245044162,,58,SC,4711,,,,,Cuttack,Odisha
245044169,,,PREP-SC,6,,,,,Cuttack,Odisha
245044175,24518,111,OBC,6360,,,,,Cuttack,Odisha
245044179,,,PREP-SC,1810,,,,,Cuttack,Odisha
245044183,10326,144,gen,10326,IIT (ISM) Dhanbad,Engineering Physics,,4,Cuttack,Odisha
245044186,11131,141,gen,11131,IIT (BHU) Varanasi,Ceramic Engineering,,4,Cuttack,Odisha
245044195,,,PREP-SC,3436,,,,,Cuttack,Odisha
245044196,,,PREP-SC,5106,,,,,Cuttack,Odisha
245044199,4422,176,gen,4422,IIT Guwahati,Electronics and Communication Engineering,,4,Cuttack,Odisha
245044201,7012,159,gen,7012,,,,,Cuttack,Odisha
245044206,,,PREP-SC,1297,,,,,Cuttack,Odisha
245044215,12225,137,gen,12225,,,,,Cuttack,Odisha
245044218,8930,149,gen,8930,,,,,Cuttack,Odisha
245044222,24279,111,EWS,3690,,,,,Cuttack,Odisha
245044230,,57,ST,1540,IIT Kharagpur,Instrumentation Engineering,,4,Cuttack,Odisha
245045012,,,PREP-SC,6599,,,,,Cuttack,Odisha
245045013,,,PREP-SC,6656,,,,,Cuttack,Odisha
245045016,25422,109,gen,25422,,,,,Cuttack,Odisha
245045024,,,PREP-SC,7618,,,,,Cuttack,Odisha
245045026,15177,129,gen,15177,,,,,Cuttack,Odisha
245045028,,100,EWS,4989,,,,,Cuttack,Odisha
245045046,,,PREP-SC,3444,,,,,Cuttack,Odisha
245045056,25860,109,gen,25860,,,,,Cuttack,Odisha
245045058,11260,141,EWS,1484,IIT (BHU) Varanasi,Ceramic Engineering,,4,Cuttack,Odisha
245045062,21808,115,gen,21808,,,,,Cuttack,Odisha
245045080,14786,130,gen,14786,,,,,Cuttack,Odisha
245045084,605,246,gen,605,IIT Delhi,Electrical Engineering,,4,Cuttack,Odisha
245045085,,101,EWS,4847,,,,,Cuttack,Odisha
245045090,,,PREP-SC,4306,,,,,Cuttack,Odisha
245045092,24684,110,gen,24684,,,,,Cuttack,Odisha
245045097,,,PREP-SC,4262,,,,,Cuttack,Odisha
245045099,4106,179,gen,4106,IIT Kharagpur,Chemical Engineering,,4,Cuttack,Odisha
245045103,25635,109,gen,25635,,,,,Cuttack,Odisha
245045107,,,PREP-SC,6927,,,,,Cuttack,Odisha
245045121,25038,110,OBC,6515,,,,,Cuttack,Odisha
245045130,,,PREP-SC,499,,,,,Cuttack,Odisha
245046006,17939,123,gen,17939,,,,,Jeypore,Odisha
245046022,,,PREP-SC,4933,,,,,Jeypore,Odisha
245046024,,,PREP-ST,252,,,,,Jeypore,Odisha
245046027,,,PREP-ST,1621,,,,,Jeypore,Odisha
245046033,,,PREP-SC,5897,,,,,Jeypore,Odisha
245047001,11558,140,gen,11558,IIT (BHU) Varanasi,Ceramic Engineering,,4,Jeypore,Odisha
245047004,,,PREP-SC,7902,,,,,Jeypore,Odisha
245047005,,,PREP-SC,4558,,,,,Jeypore,Odisha
245047020,3898,182,gen,3898,IIT Madras,Mechanical Engineering,,4,Jeypore,Odisha
245047033,,,PREP-SC,4715,,,,,Jeypore,Odisha
245048010,,,PREP-SC,3324,,,,,Jeypore,Odisha
245048013,,,PREP-SC,6158,,,,,Jeypore,Odisha
245048017,8671,151,gen,8671,,,,,Jeypore,Odisha
245048020,,,PREP-SC,3432,,,,,Jeypore,Odisha
245048027,,,PREP-SC,5021,,,,,Jeypore,Odisha
245048030,10254,144,gen,10254,,,,,Jeypore,Odisha
245048031,,,PREP-ST,1581,,,,,Jeypore,Odisha
245049002,,,PREP-CRL-PwD,35,,,,,Rourkela,Odisha
245049007,8083,153,gen,8083,,,,,Rourkela,Odisha
245049010,,54,ST,1792,,,,,Rourkela,Odisha
245049019,,,PREP-SC,6945,,,,,Rourkela,Odisha
245049021,,,PREP-ST,1860,,,,,Rourkela,Odisha
245049028,21992,115,gen,21992,,,,,Rourkela,Odisha
245049030,,,PREP-ST,1255,,,,,Rourkela,Odisha
245049032,,,PREP-SC,2580,,,,,Rourkela,Odisha
245049044,,,PREP-ST,3021,,,,,Rourkela,Odisha
245049065,16375,127,gen,16375,,,,,Rourkela,Odisha
245049069,,,PREP-SC,5303,,,,,Rourkela,Odisha
245049079,14629,131,gen,14629,IIT Bhubaneswar,Civil Engineering,,4,Rourkela,Odisha
245049082,,91,ST,375,IIT Kharagpur,Chemical Engineering,,4,Rourkela,Odisha
245049085,,85,ST,444,IIT Patna,Computer Science and Engineering,,4,Rourkela,Odisha
245049091,22427,114,gen,22427,,,,,Rourkela,Odisha
245049095,11724,139,gen,11724,IIT (ISM) Dhanbad,Petroleum Engineering,,4,Rourkela,Odisha
245049101,15783,128,OBC,3846,,,,,Rourkela,Odisha
245049108,20802,117,gen,20802,,,,,Rourkela,Odisha
245049122,25472,109,gen,25472,,,,,Rourkela,Odisha
245049131,16753,126,OBC,4097,IIT Hyderabad,Industrial Chemistry,,4,Rourkela,Odisha
245049133,3423,186,SC,83,IIT Kharagpur,Mechanical Engineering,,4,Rourkela,Odisha
245049135,,,PREP-ST,1610,,,,,Rourkela,Odisha
245049144,,100,OBC,8691,,,,,Rourkela,Odisha
245049146,,,PREP-ST,2709,,,,,Rourkela,Odisha
245049151,,,PREP-SC,2118,,,,,Rourkela,Odisha
245049164,24078,111,gen,24078,,,,,Rourkela,Odisha
245049166,,,PREP-SC,1923,,,,,Rourkela,Odisha
245049172,,,PREP-SC,7133,,,,,Rourkela,Odisha
245049176,,,PREP-ST,3198,,,,,Rourkela,Odisha
245049178,23337,113,gen,23337,,,,,Rourkela,Odisha
245049188,,,PREP-ST,1784,,,,,Rourkela,Odisha
245049193,,,PREP-SC,7309,,,,,Rourkela,Odisha
245049194,,75,SC,2611,IIT Bhubaneswar,Metallurgical and Materials Engineering,,4,Rourkela,Odisha
245049196,2050,205,gen,2050,IIT Hyderabad,Electrical Engineering (IC Design and Technology),,4,Rourkela,Odisha
245049199,,,PREP-ST,3240,,,,,Rourkela,Odisha
245049211,,,PREP-SC,9,,,,,Rourkela,Odisha
245049213,,63,SC,4031,IIT Bhubaneswar,Civil Engineering,,4,Rourkela,Odisha
245049217,13264,134,gen,13264,,,,,Rourkela,Odisha
245049219,20492,118,gen,20492,,,,,Rourkela,Odisha
245049221,19058,121,gen,19058,,,,,Rourkela,Odisha
245049222,,99,EWS,5104,,,,,Rourkela,Odisha
245049224,,,PREP-ST,101,,,,,Rourkela,Odisha
245049229,23521,112,gen,23521,,,,,Rourkela,Odisha
245049231,9023,149,gen,9023,,,,,Rourkela,Odisha
245049233,,,PREP-SC,1394,,,,,Rourkela,Odisha
245049237,,60,SC,4535,,,,,Rourkela,Odisha
245049241,,56,SC,5167,,,,,Rourkela,Odisha
245049243,12532,136,gen,12532,IIT (BHU) Varanasi,Mechanical Engineering,,4,Rourkela,Odisha
245049247,18275,122,gen,18275,,,,,Rourkela,Odisha
245049250,,,PREP-ST,3221,,,,,Rourkela,Odisha
245049252,,85,ST,429,IIT Kanpur,Mechanical Engineering,,4,Rourkela,Odisha
245049254,,,PREP-ST,354,,,,,Rourkela,Odisha
245049258,11017,141,gen,11017,,,,,Rourkela,Odisha
245049272,,,PREP-SC,6890,,,,,Rourkela,Odisha
245049274,15672,128,gen,15672,,,,,Rourkela,Odisha
245049291,,68,ST,960,IIT Kharagpur,Civil Engineering,,4,Rourkela,Odisha
245049303,,,PREP-SC,5668,,,,,Rourkela,Odisha
245049308,22527,114,OBC,5755,,,,,Rourkela,Odisha
245050014,,,PREP-SC,5448,,,,,Sambalpur,Odisha
245050020,,60,ST,1323,,,,,Sambalpur,Odisha
245050024,,,PREP-SC,5496,,,,,Sambalpur,Odisha
245050038,,,PREP-SC,5281,,,,,Sambalpur,Odisha
245050040,22059,115,OBC,5623,,,,,Sambalpur,Odisha
245050052,6975,159,OBC,1446,IIT Mandi,Data Science and Engineering,,4,Sambalpur,Odisha
245050055,,,PREP-ST,1943,,,,,Sambalpur,Odisha
245050063,,,PREP-SC,2983,,,,,Sambalpur,Odisha
245050069,,75,SC,2696,,,,,Sambalpur,Odisha
245050072,,,PREP-SC,6150,,,,,Sambalpur,Odisha
245050077,13056,135,gen,13056,,,,,Sambalpur,Odisha
245050083,,,PREP-ST,3250,,,,,Sambalpur,Odisha
245050088,15779,128,OBC,3843,,,,,Sambalpur,Odisha
245050093,,59,SC,4668,,,,,Sambalpur,Odisha
245050114,,80,SC,2280,IIT Madras,Engineering Design,,5,Sambalpur,Odisha
245050116,,,PREP-ST,2958,,,,,Sambalpur,Odisha
245050132,,,PREP-SC,2855,,,,,Sambalpur,Odisha
245050135,11761,139,gen,11761,IIT Bhilai,Mechanical Engineering,,4,Sambalpur,Odisha
245050140,,106,EWS,4204,,,,,Sambalpur,Odisha
245050149,14715,130,gen,14715,,,,,Sambalpur,Odisha
245050156,,,PREP-SC,7579,,,,,Sambalpur,Odisha
245050162,,,PREP-SC,6088,,,,,Sambalpur,Odisha
245050163,,108,OBC,6946,,,,,Sambalpur,Odisha
245050166,9181,149,OBC,1998,,,,,Sambalpur,Odisha
245050187,,,PREP-SC,6078,,,,,Sambalpur,Odisha
245050188,,,PREP-SC,3088,,,,,Sambalpur,Odisha
245050190,,84,SC,1962,IIT (BHU) Varanasi,Chemical Engineering,,4,Sambalpur,Odisha
245050193,,58,SC,4894,,,,,Sambalpur,Odisha
245050196,24131,111,gen,24131,,,,,Sambalpur,Odisha
245050206,10048,145,OBC,2217,IIT Kharagpur,Aerospace Engineering,,4,Sambalpur,Odisha
245050223,,,PREP-SC,8073,,,,,Sambalpur,Odisha
245050228,,87,SC,1765,IIT Delhi,Textile Technology,,4,Sambalpur,Odisha
245051004,12012,138,OBC,2746,IIT (BHU) Varanasi,Mechanical Engineering,,5,Sambalpur,Odisha
245051016,,,PREP-ST,3099,,,,,Sambalpur,Odisha
245051046,20514,118,OBC,5167,IIT (ISM) Dhanbad,Mining Engineering,,4,Sambalpur,Odisha
245051061,,72,SC,2953,,,,,Sambalpur,Odisha
245051069,4565,176,gen,4565,IIT Kharagpur,Aerospace Engineering,,4,Sambalpur,Odisha
245051072,25031,110,OBC,6513,IIT Kharagpur,Architecture,1,5,Sambalpur,Odisha
245051075,5687,167,OBC,1125,IIT Kharagpur,Instrumentation Engineering,,4,Sambalpur,Odisha
245051076,,74,SC,2772,,,,,Sambalpur,Odisha
245051098,,,PREP-ST,2397,,,,,Sambalpur,Odisha
245051099,22999,113,OBC,5876,,,,,Sambalpur,Odisha
245051100,,64,ST,1143,,,,,Sambalpur,Odisha
245051104,18111,123,gen,18111,,,,,Sambalpur,Odisha
245051114,10506,143,OBC,2330,IIT Kharagpur,Economics,,4,Sambalpur,Odisha
245051118,,,PREP-SC,7111,,,,,Sambalpur,Odisha
245052002,,,PREP-CRL-PwD,382,,,,,Asansol,West Bengal
245052004,,,PREP-CRL-PwD,92,,,,,Asansol,West Bengal
245052006,,,PREP-CRL-PwD,198,,,,,Asansol,West Bengal
245052008,,,PREP-SC-PwD,9,,,,,Asansol,West Bengal
245052010,,99,SC,1138,IIT (ISM) Dhanbad,Electronics and Communication Engineering,,4,Asansol,West Bengal
245052014,13490,134,gen,13490,,,,,Asansol,West Bengal
245052017,10001,146,gen,10001,IIT Kanpur,Earth Sciences,,4,Asansol,West Bengal
245052026,,,PREP-SC,3313,,,,,Asansol,West Bengal
245052027,,87,SC,1705,IIT Patna,B. Tech. (EEE)-M. Tech. in (Power & Control),,5,Asansol,West Bengal
245052028,,,PREP-SC,1175,,,,,Asansol,West Bengal
245052035,,,PREP-SC,7498,,,,,Asansol,West Bengal
245052038,16480,126,gen,16480,,,,,Asansol,West Bengal
245052041,19968,119,gen,19968,,,,,Asansol,West Bengal
245052043,,90,SC,1552,IIT (ISM) Dhanbad,Computer Science and Engineering,,4,Asansol,West Bengal
245052047,,105,EWS,4386,,,,,Asansol,West Bengal
245052054,,,PREP-SC,6365,,,,,Asansol,West Bengal
245052057,,,PREP-SC,3363,,,,,Asansol,West Bengal
245052059,14643,131,OBC,3503,IIT Kanpur,Physics,,4,Asansol,West Bengal
245052060,4233,178,gen,4233,IIT Patna,Artificial Intelligence and Data Science,,4,Asansol,West Bengal
245052070,,106,OBC,7356,,,,,Asansol,West Bengal
245052072,14911,130,gen,14911,IIT (ISM) Dhanbad,Environmental Engineering,,4,Asansol,West Bengal
245052077,,100,EWS,5011,,,,,Asansol,West Bengal
245052078,16535,126,gen,16535,,,,,Asansol,West Bengal
245052094,,,PREP-ST,127,,,,,Asansol,West Bengal
245052105,,,PREP-SC,277,,,,,Asansol,West Bengal
245052106,,,PREP-SC,6180,,,,,Asansol,West Bengal
245052109,12794,136,gen,12794,,,,,Asansol,West Bengal
245052113,19795,119,gen,19795,,,,,Asansol,West Bengal
245052143,3974,181,OBC,734,IIT Kanpur,Electrical Engineering,,4,Asansol,West Bengal
245052145,9917,146,gen,9917,IIT (BHU) Varanasi,Metallurgical Engineering,,4,Asansol,West Bengal
245052159,,,PREP-SC,6731,,,,,Asansol,West Bengal
245052161,,58,SC,4885,,,,,Asansol,West Bengal
245052166,25895,109,OBC,6793,,,,,Asansol,West Bengal
245052167,9660,147,gen,9660,,,,,Asansol,West Bengal
245052168,20241,118,gen,20241,,,,,Asansol,West Bengal
245052169,13243,134,gen,13243,,,,,Asansol,West Bengal
245052170,13577,134,gen,13577,,,,,Asansol,West Bengal
245052171,,,PREP-SC,687,,,,,Asansol,West Bengal
245052173,,101,OBC,8430,,,,,Asansol,West Bengal
245052178,,56,SC,5177,,,,,Asansol,West Bengal
245052181,,,PREP-SC,1999,,,,,Asansol,West Bengal
245052188,17075,125,OBC,4172,IIT (ISM) Dhanbad,Chemical Engineering,,4,Asansol,West Bengal
245052190,,,PREP-SC,4476,,,,,Asansol,West Bengal
245052193,,,PREP-SC,1455,,,,,Asansol,West Bengal
245052200,,73,SC,2871,IIT (BHU) Varanasi,Mining Engineering,,4,Asansol,West Bengal
245052201,,,PREP-ST,2773,,,,,Asansol,West Bengal
245052207,21502,116,gen,21502,,,,,Asansol,West Bengal
245052213,,76,SC,2581,IIT Roorkee,Chemical Sciences,,5,Asansol,West Bengal
245052219,22375,114,gen,22375,,,,,Asansol,West Bengal
245052223,13347,134,OBC,3136,IIT Bhubaneswar,Engineering Physics,,4,Asansol,West Bengal
245052227,7927,154,gen,7927,IIT (BHU) Varanasi,Civil Engineering,,4,Asansol,West Bengal
245052228,,,PREP-SC,3495,,,,,Asansol,West Bengal
245052229,5570,168,OBC,1097,IIT Roorkee,Mechanical Engineering,,4,Asansol,West Bengal
245052233,7447,156,OBC,1554,IIT Delhi,Civil Engineering,,4,Asansol,West Bengal
245052235,,80,SC,2240,IIT (BHU) Varanasi,Metallurgical Engineering,,4,Asansol,West Bengal
245052244,24226,111,gen,24226,,,,,Asansol,West Bengal
245052245,19934,119,gen,19934,,,,,Asansol,West Bengal
245052247,19663,120,OBC,4935,IIT (BHU) Varanasi,Mining Engineering,,4,Asansol,West Bengal
245052250,17055,125,gen,17055,,,,,Asansol,West Bengal
245052251,,,PREP-SC,5287,,,,,Asansol,West Bengal
245052253,20098,119,gen,20098,,,,,Asansol,West Bengal
245052257,,55,ST,1688,,,,,Asansol,West Bengal
245052261,,76,SC,2552,IIT Kharagpur,Industrial and Systems Engineering,,4,Asansol,West Bengal
245052262,24395,111,gen,24395,,,,,Asansol,West Bengal
